58.8,1.85
76.35,1.94
74.75,1.81
72.2,1.7
70.2,1.59
68.21,1.49
66.09,1.4
64.39,1.32
62.38,1.24
61.18,1.17
59.83,1.11
58.33,1.04
57.61,0.98
56.24,0.93
55.24,0.88
54.46,0.84
53.35,0.78
52.32,0.73
51.36,0.69
50.55,0.65
49.84,0.62
48.82,0.59
48.3,0.54
47.83,0.52
47.03,0.48
45.86,0.45
